index,Drug_Name,Reason,Description
3858,Azilsyn 40mg Tablet 10'SAzilsyn 80mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3859,Aziltence 40mg Tablet 10'SAziltence 80mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3860,Aziltrend 40mg Tablet 10'SAziltrend 80mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3861,Azilura 80mg Tablet 10'SAzilura 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3862,Azmarda 100mg Tablet 14'SAzmarda 50mg Tablet 14'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3863,Azovas 8mg Tablet 10'SAzovas 16mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
3864,Aztel Trio 12.5mg Tablet 10'SAztel Trio 6.25mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
3865,Aztra 80mg Tablet 10'SAztra 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3866,Aztric 40mg Tablet 10'SAztric 80mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3867,AZTRIC CT 25mg Tablet 10'sAztric CT 12.5mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3868,Azutan 40mg Tablet 10'SAzutan 80mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3869,Azutan CT 40/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3870,Bamlo 5mg Tablet 10'SBamlo 2.5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3871,Beboxia XL 25mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3872,Belol 50mg Tablet 10'SBelol 100mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3873,Belol AM Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3874,Belol XL 25mg Tablet 10'SBelol XL 100mg Tablet 10'SBelol XL 50mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3875,Benace 5mg Tablet 10'SBenace 5mg Tablet 30'SBenace 10mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
3876,Benace 20mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
3877,Benace H 5mg Tablet 10'SBenace H 10mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3878,BENEPACK 4mg Tablet 15'sBENEPACK 8mg Tablet 15's,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3879,Bengreat 4mg Tablet 10'SBengreat 8mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3880,Benibuz 4mg Tablet 10'SBenibuz 8mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3881,Benibuz Forte Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3882,Benibuz TM Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3883,Benidin 8mg Tablet 10'SBenidin 4mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3884,Benidin M 4/50mg Tablet 10'SBenidin M 4/25mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3885,Benidin Trio 6.25mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3886,Beniduce 4mg Tablet 10'SBeniduce 8mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3887,Beniduce CH 4/12.5mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
3888,BENIFLO 4mg Tablet 15'sBeniflo 4mg Tablet 10'SBeniflo 8mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
3889,Benifor 4mg Tablet 10'SBenifor 8mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3890,Benikite 8mg Tablet 10'SBenikite 15mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3891,Benina 4mg Tablet 30'SBenina 8mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3892,Benina C Tablet 30'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3893,Benipack 4mg Tablet 15'SBenipack 8mg Tablet 10'SBenipack 4mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3894,Benipack CT 4/6.25mg Tablet 10'SBenipack CT 4/12.5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3895,Benipack M 4/25mg Tablet 10'SBenipack M 4/50mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3896,Benipack T 4/40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3897,Benipack Trio 12.5mg Tablet 10'SBenipack Trio 6.25mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3898,Benitec 40mg Tablet 10'SBenitec 20mg Tablet 7'SBenitec 20mg Tablet 10'SBenitec 10mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3899,Benitec A Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
3900,Benitec H 40mg Tablet 10'SBenitec H 20mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
3901,Benitowa 8mg Tablet 10'SBenitowa 4mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3902,Benitowa Beta 25mg Tablet 10'SBenitowa Beta 50mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3903,Benitowa CH Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3904,Benitowa TM Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3905,Benitowa Trio 4/40/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3906,Benlong 8mg Tablet 10'SBenlong 4mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3907,Benol 50mg Tablet 14'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3908,Besicor 5mg Tablet 10'SBesicor 2.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3909,Besicor C 5mg Tablet 10'SBesicor C 2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3910,Besicor T 5mg Tablet 10'SBesicor T 2.5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3911,Besoloc 10mg Tablet 10'SBesoloc 2.5mg Tablet 10'SBesoloc 5mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
3912,Besoloc AM 5mg Tablet 10'SBesoloc AM 2.5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
3913,Besoloc H 2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3914,Besoloc H Plus Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3915,BEST BETA 100mg Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3916,Best Beta AM 25/5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3917,Beta 25mg Tablet 14'SBeta Ointment 10gmBeta 100mg Tablet 14'SBeta 50mg Tablet 14'S,Hypertension,lower high blood pressure (hypertension)
3918,Beta Nicardia Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3919,Beta Nifedine 50/20mg Capsule 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3920,Betabest AM 50mg Tablet 10'SBetabest AM 25mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3921,Betabest Cdp Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3922,Betabest XL 25mg Tablet 10'SBetabest XL 50mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3923,Betacap TR 80mg Tablet 10'SBetacap 20mg Tablet 10'SBetacap 20mg Capsule 10'SBetacap 10mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
3924,Betacap Plus LS 20 mg Capsule 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
3925,Betacap TR Capsule 10'S,Hypertension,lower high blood pressure (hypertension)
3926,Betacap TR 80mg Capsule 10'SBetacap TR 40mg Capsule 10'SBetacap TR 60mg Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3927,Betacard 25mg Tablet 14'SBetacard 50mg Tablet 14'SBetacard 100mg Tablet 14'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3928,Betacard AM Tablet 10'SBetacard AM 50/5mg Tablet 14'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3929,Betacard H 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3930,Betaloc Injection 5mlBetaloc 50mg Tablet 30'SBetaloc 100mg Tablet 10'SBetaloc 25mg Tablet 30'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3931,Betaloc H 100mg Tablet 10'SBetaloc H 50mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3932,Betalol 5mg Tablet 10'SBetalol 2.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3933,Betalol H Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3934,Betamet Er 25Mg Tablet 10'sBetamet ER 50mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3935,Betamet XL AM Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
3936,Betanif Capsule 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
3937,Betaone AM 50+5mg Capsule 10'SBetaone AM 25/5mg Capsule 10'S,Hypertension,lower high blood pressure (hypertension)
3938,Betaone Atr 25/10mg Capsule 10'SBetaone Atr 50/10mg Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3939,Betaone R 50/5mg Capsule 10'SBetaone R 25/2.5mg Capsule 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3940,Betaone XL Activ 50mg Tablet 30'SBetaone XL 100mg Tablet 10'SBetaone XL 50mg Tablet 15'SBetaone XL 50mg Tablet 10'SBetaone XL 50mg Tablet 30'SBetaone XL 12.5mg Tablet 10'SBetaone XL 25mg Tablet 15'SBetaone XL Activ 25mg Tablet 30'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3941,Betatrop Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3942,Beten 50mg Tablet 14'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3943,Betgenta Cream 20gm,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3944,Bilosar 12.5mg Tablet 10'SBilosar 6.25mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3945,Biodipin 2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3946,Biodipin AT 5/50mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3947,Biolsar 20/6.25mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
3948,Biolsar HS 40mg Tablet 10'SBiolsar HS 20/12.5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
3949,Biopress AM 5/50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3950,Biosartan 50mg Tablet 10'SBiosartan 25mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3951,Biosartan H 50/12.5 Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
3952,Biozocin XL 2.5mg Tablet 10'SBiozocin XL 5mg Tablet 15'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
3953,BIS Beta 5mg Tablet 10'SBIS Beta 1.25mg Tablet 10'SBIS Beta 2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
3954,Biselect 10mg Tablet 10'SBiselect 2.5mg Tablet 10'SBiselect 5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
3955,Biselect LD 2.5/6.25mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
